customer_id,email,status,deleted_at,stripe_customer_id,tenant_id,deployment_id,deployment_status,provider_vm_id,hostname,flapjack_url,ip_address,created_at
87ca3375-c69d-4844-98b0-4bd2cc471687,signup-paid-1779073352683-egot9uda@e2e.griddle.test,active,,,,,,,,,,2026-05-18 03:02:34.321625+00
2d292d38-83f1-4ad1-85c2-a91c88851c8b,signup-paid-1779074569561-t8ap9b5m@e2e.griddle.test,active,,,,,,,,,,2026-05-18 03:22:51.04919+00
adce70ce-de4f-490f-a5f2-5002f946351d,signup-paid-1779074639498-me930r2e@e2e.griddle.test,active,,,,,,,,,,2026-05-18 03:24:00.654811+00
b2c60561-f0d7-4a8a-a4bf-ae0b01fdfcfa,signup-paid-1779074757694-eref7eid@e2e.griddle.test,active,,,,,,,,,,2026-05-18 03:25:58.89443+00
5a182d14-dbb8-4abf-a70c-d3ae440bad4d,signup-paid-1779075364452-fe3gq7pv@e2e.griddle.test,active,,,,,,,,,,2026-05-18 03:36:05.684322+00
f8ee712c-330a-4d3a-9ea7-7c60f890e615,signup-paid-1779075479930-turomnbw@e2e.griddle.test,active,,,,,,,,,,2026-05-18 03:38:01.05604+00
64756236-1ef8-4a6e-a331-274ad5b50e45,signup-paid-1779075544620-w9prtg6s@e2e.griddle.test,active,,,,,,,,,,2026-05-18 03:39:05.61608+00
2972a142-eeee-4399-a2cf-f8d323cf654d,signup-paid-1779075618529-9x4ip2na@e2e.griddle.test,active,,,,,,,,,,2026-05-18 03:40:19.485863+00
afcb1eab-2469-4473-9458-ebe599c59087,signup-paid-1779168966256-n7mj8g5p@e2e.griddle.test,active,,,,,,,,,,2026-05-19 05:36:08.974249+00
9945212b-c0d6-4370-89f5-5adec450970a,signup-paid-1779168995659-zg5zt4e9@e2e.griddle.test,active,,,,,,,,,,2026-05-19 05:36:38.364295+00
b125d205-7481-4591-83f1-dcc63822aa5f,signup-paid-1779169103955-bwwbe2ge@e2e.griddle.test,active,,,,,,,,,,2026-05-19 05:38:26.309599+00
cf5fbc76-f3c2-4f59-9119-92d60ee18f4f,signup-paid-1779169134906-2o9081ac@e2e.griddle.test,active,,,,,,,,,,2026-05-19 05:38:57.411107+00
8f1ef34e-cd84-489d-883d-bcf25681b105,signup-paid-1779169774309-qf6xzm9s@e2e.griddle.test,active,,,,,,,,,,2026-05-19 05:49:36.679797+00
e25fdf82-66e6-4179-83a8-99c48f7e6e50,signup-paid-1779169808748-7qnj508b@e2e.griddle.test,active,,,,,,,,,,2026-05-19 05:50:11.50538+00
bc7c2b72-f3a0-48ab-bce6-9e97f2cdcc2e,signup-paid-1779169975987-kzltz3nf@e2e.griddle.test,active,,,,,,,,,,2026-05-19 05:52:58.2989+00
