customer_id,email,status,deleted_at,stripe_customer_id,tenant_id,deployment_id,deployment_status,provider_vm_id,hostname,flapjack_url,ip_address,created_at
3c8320f3-0cf8-4353-86ab-6a6f718e8b30,trust-ratchet-success_paid-20260517t094429z@test.flapjack.foo,active,,cus_UX5QtctIZAV8sZ,,,,,,,,2026-05-17 09:44:29.69754+00
93ee1a83-2630-419a-9154-7eebff1478f5,trust-ratchet-debug-20260517t094438z@test.flapjack.foo,active,,,,,,,,,,2026-05-17 09:44:39.033721+00
d4b5cf6b-391d-4c04-ae20-bb13fcd8ad5d,trust-ratchet-success_paid-20260517t094453z@test.flapjack.foo,active,,cus_UX5QerrNRYtLAB,,,,,,,,2026-05-17 09:44:53.647365+00
68d2c6b9-678c-4544-9ff5-69c6cf49e029,trust-ratchet-success_paid-20260517t094508z@test.flapjack.foo,active,,cus_UX5QBlTh2K0FJP,,,,,,,,2026-05-17 09:45:08.31937+00
74d7f640-bdd6-4539-a78d-b71f72b873b7,trust-ratchet-success_paid-20260517t094517z@test.flapjack.foo,active,,cus_UX5Qx7SW92tzBo,,,,,,,,2026-05-17 09:45:17.23968+00
4d1a74f3-3907-47bc-a242-60354203e422,trust-ratchet-success_paid-20260517t094538z@test.flapjack.foo,active,,cus_UX5RUrvvTmcQ2o,,,,,,,,2026-05-17 09:45:39.159016+00
9363c455-5f81-4895-975f-511383c7b865,trust-ratchet-success_paid-20260518t032619z@test.flapjack.foo,active,,cus_UXMXonsrxlzpzK,,,,,,,,2026-05-18 03:26:19.453895+00
ba3ded44-4945-4c3b-bdcd-f5c934508104,trust-ratchet-success_paid-20260518t033747z@test.flapjack.foo,active,,cus_UXMj66B8cdlRSF,,,,,,,,2026-05-18 03:37:47.877406+00
96472cad-dce1-4666-b25b-2f8e36a4b274,trust-ratchet-success_paid-20260519t002353z@test.flapjack.foo,active,,cus_UXgpD0wuzwBBOB,,,,,,,,2026-05-19 00:23:53.372014+00
6c2fc2ad-c627-4c74-b28c-5a852b0b6702,stage3-endpoint-probe-20260519t002706z@example.com,active,,,,,,,,,,2026-05-19 00:27:06.709696+00
fecdfd6c-cc57-4dd3-b2d3-9b756cbbf7ed,trust-ratchet-success_paid-20260519t002902z@test.flapjack.foo,active,,cus_UXgu4UdbKY0Wrb,,,,,,,,2026-05-19 00:29:03.04149+00
4085adb0-473c-482a-822f-713a463d275e,trust-ratchet-success_paid-20260519t003404z@test.flapjack.foo,active,,cus_UXgzIrmKRXhcJC,,,,,,,,2026-05-19 00:34:05.016385+00
4d060825-d92a-4fb7-8cf1-98c3001d890a,trust-ratchet-success_paid-20260519t005216z@test.flapjack.foo,active,,cus_UXhHcSBDl41M1X,,,,,,,,2026-05-19 00:52:16.619778+00
f5264ec8-9b93-44d0-9713-99d22156e96f,trust-ratchet-success_paid-20260519t012702z@test.flapjack.foo,active,,cus_UXhqS1lIJMoWAw,,,,,,,,2026-05-19 01:27:03.110682+00
b5ae1f4f-d464-47dd-ae94-d56e7f737aeb,trust-ratchet-declined_402-20260519t012702z@test.flapjack.foo,active,,cus_UXhqIOGNlJ3VnM,,,,,,,,2026-05-19 01:27:12.496844+00
5bf7966b-bbbc-4993-aace-346268f3f29a,trust-ratchet-success_paid-20260519t012825z@test.flapjack.foo,active,,cus_UXhsyPEbGisivJ,,,,,,,,2026-05-19 01:28:25.707379+00
e38f654a-f373-435f-a8d2-1e42b2c611c8,trust-ratchet-declined_402-20260519t012825z@test.flapjack.foo,active,,cus_UXhsG6uLERxxOy,,,,,,,,2026-05-19 01:28:34.653306+00
25917952-cd51-4e74-99a8-6638f1c2d8c0,trust-ratchet-requires_action_402-20260519t012825z@test.flapjack.foo,active,,cus_UXhsIBQudhkk1V,,,,,,,,2026-05-19 01:28:48.429951+00
37233797-3d60-4cf8-bb9b-769fa37e6f55,trust-ratchet-success_paid-20260519t014531z@test.flapjack.foo,active,,cus_UXi937XUii2v6V,,,,,,,,2026-05-19 01:45:31.735626+00
961ce5d7-d94b-4951-a814-d9d02eca1dfd,trust-ratchet-declined_402-20260519t014531z@test.flapjack.foo,active,,cus_UXi9h7pWHSgoRG,,,,,,,,2026-05-19 01:45:40.848921+00
be8455b1-c03c-4a8b-a34b-76fccf2d285d,trust-ratchet-requires_action_402-20260519t014531z@test.flapjack.foo,active,,cus_UXi9htQdRGj0j9,,,,,,,,2026-05-19 01:45:50.792624+00
9fb1b907-94d7-4d24-82d4-6fd0f05d4a1f,trust-ratchet-success_paid-20260519t015340z@test.flapjack.foo,active,,cus_UXiHpDfGA1tqQl,,,,,,,,2026-05-19 01:53:40.692651+00
24ba0b6a-e334-4efb-b729-9e302b8da2d5,trust-ratchet-declined_402-20260519t015340z@test.flapjack.foo,active,,cus_UXiH6SQx9OYMhg,,,,,,,,2026-05-19 01:53:49.045644+00
4ad2266b-656e-486d-9124-ac05da2984f5,trust-ratchet-requires_action_402-20260519t015340z@test.flapjack.foo,active,,cus_UXiHVXirHPWCKk,,,,,,,,2026-05-19 01:53:58.558844+00
fed2126f-9560-45b5-872a-37eded48a9a8,trust-ratchet-success_paid-20260519t015821z@test.flapjack.foo,active,,cus_UXiM7oXx7x9TSm,,,,,,,,2026-05-19 01:58:21.585379+00
658c931c-c216-4fd4-b2c9-8a1ebf9303b3,trust-ratchet-declined_402-20260519t015821z@test.flapjack.foo,active,,cus_UXiMdtRTo9nlG6,,,,,,,,2026-05-19 01:58:30.493873+00
c75dd18a-b3f2-4743-9d98-c0d1c20a1a01,trust-ratchet-requires_action_402-20260519t015821z@test.flapjack.foo,active,,cus_UXiMx4SldJFDC3,,,,,,,,2026-05-19 01:58:43.611506+00
78904188-5506-4dad-8d97-4a1f66e63a5b,trust-ratchet-success_paid-20260519t020401z@test.flapjack.foo,active,,cus_UXiREHQgASxwQr,,,,,,,,2026-05-19 02:04:02.208192+00
46af4127-1763-4ab3-938c-43f82c7f246b,trust-ratchet-declined_402-20260519t020401z@test.flapjack.foo,active,,cus_UXiRbkqZTNJyGU,,,,,,,,2026-05-19 02:04:11.36957+00
031d2adb-4798-4c84-94d1-e72dfc58d92a,trust-ratchet-requires_action_402-20260519t020401z@test.flapjack.foo,active,,cus_UXiSu4QyUKvxd8,,,,,,,,2026-05-19 02:04:25.66884+00
f31b7c03-b34c-4d08-ac6b-72bcc867f06e,trust-ratchet-success_paid-20260519t020552z@test.flapjack.foo,active,,cus_UXiTNnT0csubs9,,,,,,,,2026-05-19 02:05:52.316169+00
